violation_address,quadrant,zipcode,lat,long
948 S ST NW,NW,20001,38.913919,-77.025755
1506 PARK RD NW,NW,20010,38.93091,-77.035203
1838 C ST SE,SE,20003,38.885565,-76.97772
5822 9TH ST NW,NW,20011,38.961242,-77.026249000000007
223 56TH ST NE,NE,20019,38.891838,-76.921387
724 6TH ST SW,SW,20024,38.880821,-77.019153
901 6TH ST SW,SW,20024,38.878316,-77.020317
905 6TH ST SW,SW,20024,38.879035,-77.020422
522 TAYLOR ST NW,NW,20011,38.940757,-77.020019
323 56TH ST NE,NE,20019,38.893774,-76.920698
1002 RHODE ISLAND AVE NW,NW,20001,38.910549,-77.026375
2901 NORTH CAPITOL ST NE,NE,20002,38.926015,-77.008709
440 MELLON ST SE,SE,20032,38.847903,-77.000554
744 KENNEDY ST NE,NE,20011,38.957479,-76.995906
2109 3RD ST NE,NE,20002,38.918506,-77.001794
4506 GEORGIA AVE NW,NW,20011,38.945243,-77.026727
2401 S ST SE,SE,20020,38.868097,-76.971963
624 MISSISSIPPI AVE SE,SE,20032,38.838458,-76.997033
3506 6TH ST SE,SE,20032,38.839008,-76.997254
3639 6TH ST SE,SE,20032,38.83832,-76.998749
120 TRENTON PL SE,SE,20032,38.841132,-77.005342
200 TRENTON PL SE,SE,20032,38.84095,-77.004942
2222 Q ST NW,NW,20008,38.910872,-77.049734
301 ANACOSTIA RD SE,SE,20019,38.886179,-76.954331
3517 MINNESOTA AVE SE,SE,20019,38.886095,-76.955206
3519 MINNESOTA AVE SE,SE,20019,38.88627,-76.95537
3521 MINNESOTA AVE SE,SE,20019,38.886405,-76.955095
4725 3RD PL NW,NW,20011,38.94822,-77.016343
1301 30TH ST SE,SE,20020,38.874107,-76.964999
104 MICHIGAN AVE NE,NE,20017,38.928109,-77.00621
132 MICHIGAN AVE NE,NE,20017,38.929488,-77.005115
144 MICHIGAN AVE NE,NE,20017,38.9295,-77.006016
21 ATLANTIC ST SW,SW,20032,38.831652,-77.008434
3023 14TH ST NW,NW,20009,38.928157,-77.032189
1234 SIMMS PL NE,NE,20002,38.909301,-76.984165
623 FLORIDA AVE NW,NW,20001,38.916169,-77.020837
2412 FRANKLIN ST NE,NE,20018,38.926273,-76.971345
1207 PARK RD NW,NW,20010,38.931912,-77.028826
414 53RD ST NE,NE,20019,38.894926,-76.925032
4040 LIVINGSTON RD SE,SE,20032,38.829534,-77.003184
1220 MISSOURI AVE NW,NW,20011,38.961205,-77.029185
608 OTIS PL NW,NW,20010,38.93497,-77.019594
1216 MISSOURI AVE NW,NW,20011,38.961169,-77.028938
1431 BANGOR ST SE,SE,20020,38.860344,-76.986675
1612 18TH ST SE,SE,20020,38.8703,-76.978766
1200 NORTH CAPITOL ST NW,NW,20002,38.906403,-77.009436
1634 POTOMAC AVE SE,SE,20003,38.882428,-76.981029
3636 GEORGIA AVE NW,NW,20010,38.935098000000004,-77.024402
628 EDGEWOOD ST NE,NE,20017,38.9248,-76.997272
1841 COLUMBIA RD NW,NW,20009,38.921496,-77.043836
3728 NEW HAMPSHIRE AVE NW,NW,20010,38.937405,-77.023848
623 5TH ST NE,NE,20002,38.898034,-76.999244
1331 T ST NW,NW,20009,38.915787,-77.030799
5822 FOOTE ST NE,NE,20019,38.897358,-76.916663
1218 7TH ST NW,NW,20001,38.906789,-77.022147
1220 7TH ST NW,NW,20001,38.906903,-77.02215
1512 CORCORAN ST NW,NW,20009,38.911716,-77.035144
1847 MASSACHUSETTS AVE SE,SE,20003,38.884309,-76.977526
3100 WARDER ST NW,NW,20010,38.929557,-77.019844
326 RIDGE RD SE,SE,20019,38.885893,-76.948416
1642 MONTELLO AVE NE,NE,20002,38.908247,-76.986613
2204 40TH PL NW,NW,20007,38.919458,-77.080034
1344 CANAL ST SW,SW,20024,38.873809,-77.012796
1346 CANAL ST SW,SW,20024,38.873769,-77.012823
4648 G ST SE,SE,20019,38.881319,-76.934654
4350 H ST SE,SE,20019,38.878889,-76.939357
3760 MINNESOTA AVE NE,NE,20019,38.891788,-76.952002
222 UPSHUR ST NW,NW,20011,38.941992,-77.014781
4030 LEE ST NE,NE,20019,38.904445,-76.945435
4620 HANNA PL SE,SE,20019,38.879362,-76.934729
6201 UTAH AVE NW,NW,20015,38.971832,-77.063108
6609 3RD ST NW,NW,20012,38.970379,-77.015863
5311 4TH ST NW,NW,20011,38.954795,-77.01749
57 VICTOR ST NE,NE,20011,38.943394,-77.006845
1853 ONTARIO PL NW,NW,20009,38.924785,-77.043914
1900 17TH ST NW,NW,20009,38.915727,-77.038688
421 BURBANK ST SE,SE,20019,38.88408,-76.943502
4912 4TH ST NW,NW,20011,38.950499,-77.017805
2600 SHERMAN AVE NW,NW,20001,38.924016,-77.02582
3146 16TH ST NW,NW,20010,38.929994,-77.03703
2609 29TH ST SE,SE,20020,38.858577,-76.965424
5057 ASTOR PL SE,SE,20019,38.886958,-76.928279
1375 FAIRMONT ST NW,NW,20009,38.924979,-77.031812
3055 16TH ST NW,NW,20009,38.92807,-77.036117
3132 16TH ST NW,NW,20010,38.929693,-77.036892
37 UNDERWOOD ST NW,NW,20012,38.968381,-77.010334
3712 GARFIELD ST NW,NW,20007,38.927358,-77.074131
1840 VERNON ST NW,NW,20009,38.916799,-77.043221
719 EMERSON ST NW,NW,20011,38.950054,-77.02284
4345 G ST SE,SE,20019,38.880159,-76.940793
860 SOUTHERN AVE SE,SE,20032,38.828075,-76.992837
865 CHESAPEAKE ST SE,SE,20032,38.829037,-76.992456
870 SOUTHERN AVE SE,SE,20032,38.828234,-76.992639
822 BARNABY ST SE,SE,20032,38.831173,-76.993306
840 BARNABY ST SE,SE,20032,38.831767,-76.992
2300 HARTFORD ST SE,SE,20020,38.854347,-76.973018
2304 HARTFORD ST SE,SE,20020,38.854653,-76.972444
2306 HARTFORD ST SE,SE,20020,38.855044,-76.972286
2704 30TH ST SE,SE,20020,38.856587,-76.964533
2704 31ST ST SE,SE,20020,38.856604,-76.962137
2711 29TH ST SE,SE,20020,38.856858,-76.966093
2711 30TH ST SE,SE,20020,38.85608,-76.965357
2711 TERRACE RD SE,SE,20020,38.856634,-76.962809
2713 29TH ST SE,SE,20020,38.856677,-76.966157
2715 30TH ST SE,SE,20020,38.855712,-76.965533
2715 TERRACE RD SE,SE,20020,38.856622,-76.963272
2716 29TH ST SE,SE,20020,38.856193,-76.965767
2729 TERRACE RD SE,SE,20020,38.855655,-76.964162
2800 TERRACE RD SE,SE,20020,38.855186,-76.963466
2801 31ST ST SE,SE,20020,38.855212,-76.963096
2803 31ST ST SE,SE,20020,38.855223,-76.962885
2803 TERRACE RD SE,SE,20020,38.85526,-76.964063
2804 ERIE ST SE,SE,20020,38.857551,-76.966889
2804 TERRACE RD SE,SE,20020,38.854823,-76.96341
2807 31ST ST SE,SE,20020,38.855047,-76.962701
2809 NAYLOR RD SE,SE,20020,38.856291,-76.967213
2810 ERIE ST SE,SE,20020,38.85795,-76.966459
2810 NAYLOR RD SE,SE,20020,38.856408,-76.966655
2812 ERIE ST SE,SE,20020,38.858098,-76.966369
2812 TERRACE RD SE,SE,20020,38.854014,-76.963437
2814 ERIE ST SE,SE,20020,38.858104,-76.966077
2815 TERRACE RD SE,SE,20020,38.854575,-76.963795
2817 31ST ST SE,SE,20020,38.854349,-76.962876
2818 ERIE ST SE,SE,20020,38.857706,-76.96585
2825 NAYLOR RD SE,SE,20020,38.855789,-76.96687
2830 31ST ST SE,SE,20020,38.853219,-76.962547
2904 ERIE ST SE,SE,20020,38.857578,-76.964931000000007
2908 NAYLOR RD SE,SE,20020,38.855594,-76.965782
2910 NAYLOR RD SE,SE,20020,38.85541,-76.96563
3002 GAINESVILLE ST SE,SE,20020,38.855118,-76.964876
3005 ERIE ST SE,SE,20020,38.856964,-76.964006
3006 GAINESVILLE ST SE,SE,20020,38.854924,-76.964614
3012 GAINESVILLE ST SE,SE,20020,38.854389,-76.964052
3018 GAINESVILLE ST SE,SE,20020,38.853749,-76.963116
3020 GAINESVILLE ST SE,SE,20020,38.853611,-76.963051
356 RALEIGH ST SE,SE,20032,38.844212,-76.999341
4017 14TH ST NW,NW,20011,38.940339,-77.032437
10 RANDLE CIR SE,SE,20019,38.878814,-76.961785
717 NEWTON PL NW,NW,20010,38.933715,-77.024611
4214 2ND ST NW,NW,20011,38.942677,-77.013972
1526 9TH ST NW,NW,20001,38.910535,-77.024201
1528 9TH ST NW,NW,20001,38.91058,-77.024223
3644 WARDER ST NW,NW,20010,38.936435,-77.021507
7 61ST ST NE,NE,20019,38.890265,-76.913434
521 FOXHALL PL SE,SE,20032,38.833437000000004,-76.997862
2801 JASPER ST SE,SE,20020,38.851108,-76.967732
2814 28TH ST SE,SE,20020,38.855825,-76.968168
2932 NELSON PL SE,SE,20019,38.876365,-76.966234
300 HAMILTON ST NE,NE,20011,38.953259,-77.001023
1757 W ST SE,SE,20020,38.862128,-76.979294
1759 W ST SE,SE,20020,38.86209,-76.979246
173 V ST NE,NE,20002,38.917945,-77.003957
2632 WADE RD SE,SE,20020,38.859068,-76.996897
2640 WADE RD SE,SE,20020,38.858882,-76.996461
2708 WADE RD SE,SE,20020,38.858577,-76.99746
1817 GAINESVILLE ST SE,SE,20020,38.854986,-76.97844
2422 WAGNER ST SE,SE,20020,38.859889,-76.971235
2436 WAGNER ST SE,SE,20020,38.859805,-76.971007
2446 WAGNER ST SE,SE,20020,38.859603,-76.970662
2606 18TH ST SE,SE,20020,38.854916,-76.978791
307 K ST NE,NE,20002,38.902248,-77.001684
3025 15TH ST NW,NW,20009,38.927822,-77.035377
842 XENIA ST SE,SE,20032,38.83321,-76.992873
825 H R DR SE,SE,20032,38.829782,-76.992567
93 55TH ST SE,SE,20019,38.8874,-76.922509
1623 MARION ST NW,NW,20001,38.911872,-77.020726
1717 1ST ST NW,NW,20001,38.913123,-77.011896
620 MELLON ST SE,SE,20032,38.846076,-76.997507
5938 13TH PL NW,NW,20011,38.962779,-77.031501
4901 MEADE ST NE,NE,20019,38.905899,-76.931462
120 V ST NE,NE,20002,38.918314,-77.005813
800 6TH ST NW,NW,20001,38.900236,-77.020192
2637 STANTON RD SE,SE,20020,38.858295,-76.989093
2641 STANTON RD SE,SE,20020,38.858126,-76.988871
2653 DOUGLASS RD SE,SE,20020,38.857734,-76.989559
2657 STANTON RD SE,SE,20020,38.858076,-76.990526
2661 STANTON RD SE,SE,20020,38.858258,-76.991084
1445 OAK ST NW,NW,20010,38.934515,-77.034526
1756 GALES ST NE,NE,20002,38.898013,-76.978147
3115 MOUNT PLEASANT ST NW,NW,20010,38.929153,-77.037186
5124 2ND ST NW,NW,20011,38.953054,-77.01376
1803 2ND ST NW,NW,20001,38.914296,-77.013923
604 I ST NE,NE,20002,38.901499,-76.998084
5914 EADS ST NE,NE,20019,38.895995,-76.915476
1630 ECKINGTON PL NE,NE,20002,38.912054,-77.004803
128 WAYNE PL SE,SE,20032,38.835447,-77.004986
142 WAYNE PL SE,SE,20032,38.834946,-77.004045
114 WAYNE PL SE,SE,20032,38.835757,-77.005354
2449 P ST NW,NW,20007,38.909738,-77.053194
2388 CHAMPLAIN ST NW,NW,20009,38.92221,-77.041688
78 WEBSTER ST NE,NE,20011,38.944955,-77.00649
124 WEBSTER ST NW,NW,20011,38.944088,-77.012744
130 WEBSTER ST NW,NW,20011,38.944064,-77.013581
1718 P ST NW,NW,20036,38.90934,-77.039368
647 16TH ST NE,NE,20002,38.898202,-76.981801
5201 MACARTHUR TER NW,NW,20016,38.928418,-77.104792
139 RANDOLPH PL NW,NW,20001,38.913531,-77.013245
80 M ST SE,SE,20003,38.877036,-77.006361
1450 SMITH PL SE,SE,20032,38.845184,-76.984007
3150 BUENA VISTA TER SE,SE,20020,38.850417,-76.965209
629 HAMLIN ST NE,NE,20017,38.927192,-76.997121
633 HAMLIN ST NE,NE,20017,38.927192,-76.997001
641 HAMLIN ST NE,NE,20017,38.927233,-76.996703
2912 7TH ST NE,NE,20017,38.92702,-76.996417
2916 7TH ST NE,NE,20017,38.927113,-76.996417
2920 7TH ST NE,NE,20017,38.927205,-76.996417
1 HAWAII AVE NE,NE,20011,38.946474,-77.008194
2225 N ST NW,NW,20037,38.907494,-77.049789
3225 PENNSYLVANIA AVE SE,SE,20020,38.868537,-76.959614
1608 18TH ST SE,SE,20020,38.870394,-76.978767
1501 27TH ST SE,SE,20020,38.872135,-76.969207
4913 JAY ST NE,NE,20019,38.901073,-76.930861
4919 JAY ST NE,NE,20019,38.901348,-76.930594
5015 JAY ST NE,NE,20019,38.901636,-76.928868
3318 WHEELER RD SE,SE,20032,38.84141,-76.993207
3322 WHEELER RD SE,SE,20032,38.84105,-76.993142
1217 VALLEY AVE SE,SE,20032,38.837293,-76.98967
1233 VALLEY AVE SE,SE,20032,38.837441,-76.989062
1214 MICHIGAN AVE NE,NE,20017,38.940156,-76.989093
1827 H PL NE,NE,20002,38.900704,-76.976567
3922 BLAINE ST NE,NE,20019,38.892088,-76.949531
119 KENNEDY ST NW,NW,20011,38.95681,-77.012462
5055 MACARTHUR BLVD NW,NW,20016,38.924447,-77.100606
1243 EMERSON ST NE,NE,20017,38.95008,-76.987881
1433 CLIFTON ST NW,NW,20009,38.922844,-77.033353
1253 RAUM ST NE,NE,20002,38.908105,-76.984315
5224 AMES ST NE,NE,20019,38.890985,-76.926663
1511 P ST NW,NW,20005,38.909871,-77.035152
4406 KANE PL NE,NE,20019,38.90369,-76.939764
801 BUTTERNUT ST NW,NW,20012,38.973891,-77.024819
1035 PERRY ST NE,NE,20017,38.935988,-76.991347
1128 16TH ST NE,NE,20002,38.905351,-76.981265
1835 CENTRAL PL NE,NE,20002,38.912794,-76.985468
4639 HUNT PL NE,NE,20019,38.900502,-76.93467
224 GALLATIN ST NW,NW,20011,38.952061,-77.014447
2231 CALIFORNIA ST NW,NW,20008,38.915944,-77.05016
3111 NAYLOR RD SE,SE,20020,38.852068,-76.963456
412 NEWCOMB ST SE,SE,20032,38.847803,-77.002145
4033 9TH ST NE,NE,20017,38.940171,-76.993336
759 WHEELER HILL DR SE,SE,20032,38.841362,-76.995428
1111 QUEEN ST NE,NE,20002,38.907287,-76.988174
1015 50TH PL NE,NE,20019,38.904185,-76.929435
1015 17TH PL NE,NE,20002,38.903097,-76.979856
1855 KENDALL ST NE,NE,20002,38.912648,-76.986497
3500 BROTHERS PL SE,SE,20032,38.840676,-77.005161
1332 INDEPENDENCE AVE SE,SE,20003,38.887808,-76.987186
3800 NASH ST SE,SE,20020,38.872062,-76.950953
3909 KANSAS AVE NW,NW,20011,38.939083,-77.027659
3922 9TH ST NE,NE,20017,38.939091,-76.994269
2209 40TH PL NW,NW,20007,38.919586,-77.079503
26 GALVESTON ST SW,SW,20032,38.823352,-77.006903
28 GALVESTON ST SW,SW,20032,38.823218,-77.006846
36 GALVESTON ST SW,SW,20032,38.822623,-77.006638
38 GALVESTON ST SW,SW,20032,38.822463,-77.0066
40 GALVESTON ST SW,SW,20032,38.822323,-77.006532000000007
42 GALVESTON ST SW,SW,20032,38.822246,-77.006907
44 GALVESTON PL SW,SW,20032,38.824194,-77.009284
44 GALVESTON ST SW,SW,20032,38.822378,-77.006974
48 GALVESTON ST SW,SW,20032,38.822578,-77.007229
52 GALVESTON ST SW,SW,20032,38.822826,-77.007414
54 GALVESTON ST SW,SW,20032,38.822961,-77.007356
58 GALVESTON ST SW,SW,20032,38.823134,-77.007572
60 GALVESTON ST SW,SW,20032,38.823266,-77.007638
64 GALVESTON ST SW,SW,20032,38.82347,-77.007393
74 GALVESTON ST SW,SW,20032,38.823202,-77.008523
80 GALVESTON ST SW,SW,20032,38.823026,-77.008107999999993
84 GALVESTON ST SW,SW,20032,38.822578,-77.00794
86 GALVESTON ST SW,SW,20032,38.82245,-77.007807
90 GALVESTON ST SW,SW,20032,38.822174,-77.007833
92 GALVESTON ST SW,SW,20032,38.82213,-77.007991
94 GALVESTON ST SW,SW,20032,38.823289,-77.009272
96 GALVESTON ST SW,SW,20032,38.82315,-77.009203
98 GALVESTON ST SW,SW,20032,38.823002,-77.009285
102 GALVESTON ST SW,SW,20032,38.822814,-77.009037
104 GALVESTON ST SW,SW,20032,38.822678,-77.008978
106 GALVESTON ST SW,SW,20032,38.822418,-77.008993
108 GALVESTON ST SW,SW,20032,38.822294,-77.008942
110 GALVESTON ST SW,SW,20032,38.822146,-77.008896
114 GALVESTON ST SW,SW,20032,38.821973,-77.008646
4660 MARTIN LUTHER KING JR AVE SW,SW,20032,38.822486,-77.010226
4623 HILLSIDE RD SE,SE,20019,38.876292,-76.932888
55 GALVESTON PL SW,SW,20032,38.824573,-77.009813
2907 FAIRLAWN AVE SE,SE,20019,38.878828,-76.965327
2220 SAVANNAH TER SE,SE,20020,38.849089,-76.973473
2245 SAVANNAH TER SE,SE,20020,38.849508,-76.972317
2303 GOOD HOPE CT SE,SE,20020,38.86238,-76.972759
2305 GOOD HOPE CT SE,SE,20020,38.862214,-76.973164
2309 GOOD HOPE CT SE,SE,20020,38.861688,-76.973651
2100 CHANNING ST NE,NE,20018,38.922536,-76.974464
4112 1ST ST SE,SE,20032,38.829933,-77.005619
721 TEWKESBURY PL NW,NW,20012,38.968104,-77.023435
970 MOUNT OLIVET RD NE,NE,20002,38.912469,-76.98961
2428 19TH ST NW,NW,20009,38.921798,-77.046279
2500 Q ST NW,NW,20007,38.910383,-77.052162
5342 JAMES PL NE,NE,20019,38.900857,-76.92327
1425 34TH ST NW,NW,20007,38.908545,-77.067652
5028 JAY ST NE,NE,20019,38.902094,-76.928824
1403 6TH ST NW,NW,20001,38.9088,-77.019678
5101 2ND ST NW,NW,20011,38.952464,-77.013208
2916 NELSON PL SE,SE,20019,38.876613999999996,-76.966804
204 36TH ST NE,NE,20019,38.892934,-76.952104
2634 BOWEN RD SE,SE,20020,38.860049,-76.991046
2414 4TH ST NE,NE,20002,38.921737,-77.000829
3209 28TH ST SE,SE,20020,38.850633,-76.968214
1621 1ST ST NW,NW,20001,38.911745,-77.011904
1119 PENN ST NE,NE,20002,38.906695,-76.988467
501 PEABODY ST NE,NE,20011,38.9625,-77.000071
1214 MISSOURI AVE NW,NW,20011,38.961152,-77.028814
3355 16TH ST NW,NW,20010,38.932907,-77.036081
928 SHEPHERD ST NW,NW,20011,38.939527,-77.026094
225 43RD RD NE,NE,20019,38.892696,-76.94045
5340 C ST SE,SE,20019,38.884837,-76.924746
5344 C ST SE,SE,20019,38.884797,-76.924455
804 TAYLOR ST NE,NE,20017,38.940911,-76.994545
20 QUINCY PL NE,NE,20002,38.912048,-77.008013
463 NEWCOMB ST SE,SE,20032,38.846539,-77.000808
4944 SOUTH DAKOTA AVE NE,NE,20017,38.949164,-76.992906
2410 18TH ST SE,SE,20020,38.856966,-76.978779
4021 KANSAS AVE NW,NW,20011,38.940419,-77.026677
5010 AMES ST NE,NE,20019,38.891006,-76.929437
1606 EASTERN AVE NE,NE,20019,38.911315,-76.933315
1822 BENNING RD NE,NE,20002,38.899163,-76.976682
1461 S ST NW,NW,20009,38.914317,-77.034321
4330 POLK ST NE,NE,20019,38.909817,-76.940973
1722 D ST SE,SE,20003,38.884284,-76.979943
6 BARNEY CIR SE,SE,20003,38.879386,-76.98118
101 GALVESTON PL SW,SW,20032,38.824556,-77.010261
110 JOLIET ST SW,SW,20032,38.821429,-77.005865
115 FRANKLIN ST NE,NE,20002,38.924929,-77.004657
130 M ST NE,NE,20002,38.905908,-77.004969
205 61ST ST NE,NE,20019,38.892218,-76.913441
229 R ST NW,NW,20001,38.912826,-77.014945
305 34TH ST SE,SE,20019,38.885711,-76.957778
305 35TH ST NE,NE,20019,38.893821,-76.955491
449 MELLON ST SE,SE,20032,38.847466,-77.000787
500 44TH ST NE,NE,20019,38.895788,-76.939449
510 21ST ST NW,NW,20006,38.896454,-77.046948
680 RHODE ISLAND AVE NE,NE,20002,38.921355,-76.996862
825 48TH PL NE,NE,20019,38.900944,-76.932484
961 14TH ST SE,SE,20003,38.878602,-76.985781
1017 M ST NW,NW,20001,38.905832,-77.026807
1100 EASTERN AVE NE,NE,20019,38.904145,-76.924181
1247 16TH ST NE,NE,20002,38.906649,-76.979994
1334 28TH ST SE,SE,20020,38.873365,-76.967509
1417 SPRING RD NW,NW,20010,38.937551,-77.033739
1441 GIRARD ST NW,NW,20009,38.925626,-77.034158
1530 1ST ST SW,SW,20024,38.87122,-77.011747
1548 BENNING RD NE,NE,20002,38.900386,-76.980426
1764 MISSISSIPPI AVE SE,SE,20020,38.843551,-76.978498
1800 SHEPHERD ST NE,NE,20018,38.939841,-76.979828
1814 24TH ST NE,NE,20002,38.914678,-76.972939
1821 NORTH CAPITOL ST NE,NE,20002,38.914652,-77.008714
1825 2ND ST NE,NE,20002,38.914965,-77.00323
1905 MARYLAND AVE NE,NE,20002,38.902902,-76.975732
2008 ROSEDALE ST NE,NE,20002,38.896736,-76.97545
2009 WYOMING AVE NW,NW,20009,38.918311,-77.046406
2016 MARYLAND AVE NE,NE,20002,38.904372,-76.975287
2101 CHAMPLAIN ST NW,NW,20009,38.9184,-77.040049
2109 SUITLAND TER SE,SE,20020,38.863531,-76.948622
2210 5TH ST NE,NE,20002,38.919398,-77.000004
2300 MARION BARRY AVE SE,SE,20020,38.864533,-76.974153
2715 CORTLAND PL NW,NW,20008,38.930824,-77.057487
2807 BRANCH AVE SE,SE,20020,38.85612,-76.959259
2810 5TH ST SE,SE,20032,38.847401,-76.999314
2832 ROBINSON PL SE,SE,20020,38.851625,-76.987591
3053 P ST SE,SE,20020,38.871594,-76.962178
3201 WISCONSIN AVE NW,NW,20016,38.932735,-77.07214
3314 14TH PL SE,SE,20032,38.843605,-76.984194
3340 6TH ST SE,SE,20032,38.841667,-76.99744
3435 STANTON RD SE,SE,20020,38.844209,-76.979076
3604 22ND ST SE,SE,20020,38.844968,-76.972179
3929 AMES ST NE,NE,20019,38.890708,-76.949274
4002 SOUTH CAPITOL ST SE,SE,20032,38.831052,-77.007328
4229 JENIFER ST NW,NW,20015,38.959224,-77.083347
4242 4TH ST SE,SE,20032,38.826456,-76.999619
4255 EADS ST NE,NE,20019,38.895494,-76.939833
4400 35TH ST NW,NW,20008,38.94652,-77.06775
4815 TEXAS AVE SE,SE,20019,38.88912,-76.937984
5000 FORT TOTTEN DR NE,NE,20011,38.951162,-77.008042
5058 ASTOR PL SE,SE,20019,38.887237,-76.928082
5109 A ST SE,SE,20019,38.887485,-76.927425
5201 SHERIFF RD NE,NE,20019,38.903645,-76.924662
5601 NANNIE HELEN BURROUGHS AVE NE,NE,20019,38.898187,-76.920223
5749 EAST CAPITOL ST SE,SE,20019,38.889472,-76.918502
3922 10TH ST NE,NE,20017,38.938601,-76.993484
175 35TH ST NE,NE,20019,38.892252,-76.953233
117 35TH ST NE,NE,20019,38.891173,-76.954291
3747 MINNESOTA AVE NE,NE,20019,38.891212,-76.951774
3751 MINNESOTA AVE NE,NE,20019,38.891291,-76.951715
2936 NASH PL SE,SE,20019,38.875823,-76.966736
2940 NASH PL SE,SE,20019,38.875799,-76.966548
410 FLORIDA AVE NW,NW,20001,38.91385,-77.016619
11 61ST ST NE,NE,20019,38.890606,-76.913376
11 8TH ST SE,SE,20003,38.889287,-76.995276
1107 11TH ST NW,NW,20001,38.904742,-77.026703
2501 12TH PL SE,SE,20020,38.852164,-76.984697
2505 12TH PL SE,SE,20020,38.85201,-76.984786
3709 13TH ST NW,NW,20010,38.936758,-77.029459
1023 14TH ST SE,SE,20003,38.877754,-76.985776
17 MISSISSIPPI AVE SE,SE,20032,38.831871,-77.006873
1146 17TH ST NE,NE,20002,38.90536,-76.979248
2300 17TH ST NW,NW,20009,38.920293,-77.039023
2800 POMEROY RD SE,SE,20020,38.855449,-76.995108
417 18TH ST NE,NE,20002,38.895299,-76.97874
2334 25TH ST SE,SE,20020,38.859895,-76.969627
27 GALVESTON PL SW,SW,20032,38.824596,-77.008837
4013 47TH ST NW,NW,20016,38.94174,-77.09235
53 FORRESTER ST SW,SW,20032,38.825387,-77.008614
54 RHODE ISLAND AVE NW,NW,20001,38.915931,-77.010789
1400 HAMILTON ST NW,NW,20011,38.95274,-77.033769
56 GALVESTON PL SW,SW,20032,38.8242,-77.009888
59 FORRESTER ST SW,SW,20032,38.825393,-77.008858
59 RHODE ISLAND AVE NW,NW,20001,38.91635,-77.011198
61 RHODE ISLAND AVE NE,NE,20002,38.917346,-77.006736
1304 S ST SE,SE,20020,38.868425,-76.98674
82 WEBSTER ST NE,NE,20011,38.944863,-77.00635
100 I ST SE,SE,20003,38.879604,-77.006416
101 41ST ST NE,NE,20019,38.891443,-76.944321
104 ATLANTIC ST SE,SE,20032,38.83139,-77.005495
108 58TH ST SE,SE,20019,38.888558,-76.917019
109 35TH ST NE,NE,20019,38.891026,-76.954436
187 35TH ST NE,NE,20019,38.892473,-76.953015
102 WILMINGTON PL SE,SE,20032,38.837275,-77.005573
104 WILMINGTON PL SE,SE,20032,38.837377,-77.005383
106 WILMINGTON PL SE,SE,20032,38.837038,-77.005358
108 WILMINGTON PL SE,SE,20032,38.836921,-77.00517
116 44TH ST NE,NE,20019,38.892441,-76.939404
120 O ST SW,SW,20024,38.872792,-77.012981
1429 NEW JERSEY AVE NW,NW,20001,38.909401,-77.015872
150 Q ST NE,NE,20002,38.91128,-77.00402
151 Q ST NE,NE,20002,38.910909,-77.004208
201 Q ST NE,NE,20002,38.910909,-77.003226
200 21ST ST NE,NE,20002,38.892186,-76.975424
201 57TH ST NE,NE,20019,38.891287,-76.919817
208 36TH ST NE,NE,20019,38.893011,-76.952036
220 HAMILTON ST NW,NW,20011,38.953025,-77.014291
225 VINE ST NW,NW,20012,38.974147,-77.01605
226 Q ST NW,NW,20001,38.91091,-77.014468
238 35TH ST NE,NE,20019,38.893326,-76.952839
245 8TH ST NE,NE,20002,38.893332,-76.99473
247 8TH ST NE,NE,20002,38.893369,-76.994737
249 8TH ST NE,NE,20002,38.893399,-76.994737
300 3RD ST NE,NE,20002,38.89378,-77.002274
300 M ST NE,NE,20002,38.905805,-77.001611
325 MORSE ST NE,NE,20002,38.908068,-77.001024
1222 PENN ST NE,NE,20002,38.906351,-76.986667
2013 M ST NE,NE,20002,38.905436,-76.974532
1925 M ST NE,NE,20002,38.905344,-76.97514
315 H ST NE,NE,20002,38.899978,-77.001265
319 3RD ST SE,SE,20003,38.885419,-77.002316
324 61ST ST NE,NE,20019,38.893964,-76.913992
331 N ST NE,NE,20002,38.907088,-77.001016
343 RALEIGH ST SE,SE,20032,38.843845,-77.000086
300 NEAL PL NE,NE,20002,38.909589,-76.99988
410 RHODE ISLAND AVE NE,NE,20002,38.920368,-76.99995
413 ATLANTIC ST SE,SE,20032,38.830759,-76.999861
417 W ST NE,NE,20002,38.919012,-76.99984
419 KENNEDY ST NW,NW,20011,38.956646,-77.018151
424 19TH ST NE,NE,20002,38.895607,-76.977485
424 55TH ST NE,NE,20019,38.895604,-76.922112
426 6TH ST NE,NE,20002,38.895673,-76.998711
428 NEWCOMB ST SE,SE,20032,38.847535,-77.001701
430 MISSOURI AVE NW,NW,20011,38.957932,-77.019559
1003 E ST NE,NE,20002,38.895975,-76.992333
450 K ST NW,NW,20001,38.902282,-77.017969
501 BRANDYWINE ST SE,SE,20032,38.829907,-76.998955
501 H ST NW,NW,20001,38.899999,-77.019108
513 KENNEDY ST NW,NW,20011,38.956632,-77.020481
524 KENYON ST NW,NW,20010,38.92991,-77.020828
555 E ST SW,SW,20024,38.883417,-77.019418
600 D ST SE,SE,20003,38.884442,-76.998192
615 KENNEDY ST NW,NW,20011,38.956602,-77.021551
618 12TH ST NE,NE,20002,38.898237,-76.990585
635 T ST NW,NW,20001,38.915732,-77.021301
710 JEFFERSON ST NW,NW,20011,38.955067,-77.022849
